id,amount,currency,merchant_name,issued_at,sender_account_id,recipient_account_id,credit_card_id
15543,1930.38,EUR,Blanchard SA,2007-10-18T03:28:23+02:00,576,102,576
15544,1570.51,EUR,Lacroix et Roger,2001-10-03T09:19:45+02:00,574,27,574
15545,2009.66,EUR,Aubert et Gauthier,2009-02-02T04:57:18+01:00,37,561,37
15546,3286.3,EUR,Dumont GIE,2010-01-10T06:55:57+01:00,894,167,894
15547,3408.65,EUR,Blanchard et Durand,2017-11-12T11:43:33+01:00,497,745,497
15548,9765.08,EUR,Blanchard et Roche,2011-09-05T17:53:16+02:00,575,172,575
15549,7157.47,EUR,Renault et Blanc,2015-11-06T07:09:55+01:00,868,770,225
15550,244314.15,EUR,Garcia SARL,2009-05-19T03:14:03+02:00,200,484,200
15551,738757.03,EUR,Richard et Simon,2020-05-13T08:27:35+02:00,141,440,141
15552,5036,EUR,Roger et Leclercq,2018-09-18T08:07:43+02:00,309,248,309
15553,473351.4,EUR,Nicolas SARL,2009-10-07T18:25:19+02:00,588,52,588
15554,5025.17,EUR,Paul et Henry,2019-03-10T23:35:28+01:00,438,964,438
15555,788669.35,EUR,Marie GIE,2002-08-14T15:33:47+02:00,944,845,944
15556,2880.71,EUR,Renault SA,2014-02-03T03:03:29+01:00,810,934,810
15557,908.68,EUR,Dumas et Dumont,1999-02-04T06:03:10+01:00,172,78,172
15558,9376.25,EUR,Lucas et Nicolas,2010-04-12T20:45:07+02:00,986,504,564
15559,8351.03,EUR,Roger EI,2013-07-04T00:24:06+02:00,39,193,39
15560,438.69,CAD,Guerin GIE,2004-01-31T19:12:37+01:00,526,153,579
15561,9326.52,EUR,Menard et Blanchard,1999-11-11T07:09:00+01:00,479,557,479
15562,2431.4,EUR,Louis et Thomas,2008-02-15T19:04:20+01:00,769,283,182
15563,4894.85,EUR,Dupuy EURL,2015-07-28T04:10:07+02:00,795,49,669
15564,5438.57,EUR,Guyot SAS,2008-08-16T06:58:53+02:00,705,168,705
15565,9214.06,EUR,Muller et Guillaume,2021-07-12T21:59:39+02:00,467,851,256
15566,6308.89,EUR,Charpentier SCOP,2007-01-10T18:04:50+01:00,902,521,902
15567,912159.61,EUR,Renault SA,2006-06-21T21:00:02+02:00,281,363,281
15568,9650.34,EUR,Blanchard et Meunier,2010-10-02T01:35:49+02:00,371,401,371
15569,3458.9,EUR,Philippe et Denis,2018-11-01T00:22:26+01:00,126,562,126
15570,9840.76,EUR,Maillard SEM,2005-12-09T19:27:01+01:00,658,328,658
15571,2433.94,EUR,Barbier et Perez,1999-10-06T04:58:07+02:00,614,213,614
15572,6964.54,EUR,Leroux SEM,2017-02-28T09:58:17+01:00,626,915,626
15573,4119.82,EUR,Noel SARL,2017-12-27T15:59:02+01:00,446,81,446
15574,328712.07,EUR,Fabre SCOP,2007-11-21T04:13:14+01:00,740,699,740
15575,8225.76,LTC,Leclerc SCOP,2020-11-21T06:26:01+01:00,914,316,914
15576,3710.23,EUR,Schneider et Muller,2022-02-25T13:59:04+01:00,783,84,783
15577,7556.49,EUR,Roux SARL,2000-03-31T07:26:31+02:00,28,776,28
15578,1352.02,EUR,Mercier SEM,2016-11-05T03:50:12+01:00,678,649,678
15579,473.54,EUR,Fournier et Dupont,2014-08-10T16:24:38+02:00,673,113,673
15580,781945.42,EUR,Bonnet et Aubry,2002-11-15T03:20:04+01:00,607,535,607
15581,4261.77,EUR,Lucas SCOP,2006-07-04T10:12:27+02:00,539,595,539
15582,4559.93,EUR,Leclerc EI,2019-03-27T01:42:53+01:00,950,917,950
15583,544257.97,EUR,Michel et Baron,2020-04-18T22:51:40+02:00,321,147,321
15584,5222.61,EUR,Maillard SAS,2007-09-26T20:20:43+02:00,719,975,719
15585,4330.44,EUR,Guyot et Giraud,2004-06-02T21:00:00+02:00,95,822,95
15586,1955.12,EUR,Dupuy et Dumas,2022-09-24T10:28:38+02:00,610,305,610
15587,3617.32,EUR,Carpentier et Morin,2019-03-22T18:04:14+01:00,461,81,461
15588,5500.03,EUR,Pons et Henry,2003-03-11T03:13:18+01:00,767,284,767
15589,2282.94,EUR,Dufour et Martinez,2012-04-04T12:15:37+02:00,189,708,189
15590,1806.6,EUR,Carpentier et Brun,2005-09-14T19:54:49+02:00,93,498,93
15591,2974.1,EUR,Meunier EI,2017-09-29T20:02:24+02:00,806,646,806
15592,7153.27,EUR,Adam EURL,2008-09-14T09:49:14+02:00,154,49,154
15593,92.72,EUR,Gauthier et Marchand,2010-01-19T16:51:41+01:00,170,699,170
15594,8480.08,EUR,Dubois et Le roux,2020-04-20T01:22:05+02:00,261,678,261
15595,2312.03,EUR,Leroux SCOP,1999-07-02T09:06:17+02:00,655,699,52
15596,4551.62,EUR,Gautier et Boyer,2013-02-22T12:53:53+01:00,741,297,741
15597,8018.91,EUR,Faure SARL,2008-08-15T01:26:37+02:00,257,626,257
15598,6484.04,EUR,Louis SARL,2002-03-16T13:32:52+01:00,359,268,359
15599,1214.7,EUR,Cousin GIE,1999-03-03T15:42:59+01:00,596,590,596
15600,2671.26,EUR,Roussel EURL,2001-09-09T17:07:01+02:00,284,162,284
15601,7643.27,EUR,Dupont EI,2023-12-23T19:11:08+01:00,214,494,214
15602,780.23,EUR,Roussel et Aubert,2004-08-15T06:49:38+02:00,225,684,225
15603,2691.84,EUR,Da silva et Carre,2013-04-27T12:56:27+02:00,622,648,622
15604,8327.73,EUR,Renault EURL,2015-01-18T05:24:14+01:00,800,66,800
15605,169.38,SGD,Marty et Renault,2023-03-12T22:28:12+01:00,358,36,358
15606,3512.13,EUR,Aubert SARL,2011-09-29T12:12:07+02:00,571,96,571
15607,2678.91,EUR,Marchal et Paul,2022-12-10T10:19:40+01:00,212,885,212
15608,6567.56,EUR,Charles SEM,2005-03-18T04:44:18+01:00,821,751,821
15609,2339.42,EUR,Andre SAS,2000-03-09T03:27:28+01:00,199,45,199
15610,5376.51,EUR,Maillard et Chevalier,2000-07-04T17:39:46+02:00,587,169,587
15611,5339.39,EUR,Morin et Francois,2009-11-17T03:50:04+01:00,891,262,891
15612,4682.02,EUR,Moreau EI,2021-05-08T11:14:33+02:00,656,165,656
15613,4362.67,EUR,Martinez SEM,2014-06-19T15:58:54+02:00,300,294,709
15614,7837.84,EUR,Rodriguez et Menard,2005-05-15T09:08:40+02:00,183,502,183
15615,2233.86,EUR,Rolland et Lefebvre,2004-04-06T18:27:13+02:00,484,472,484
15616,2711.13,EUR,Marty SARL,2002-04-07T13:58:51+02:00,988,38,988
15617,3752.11,EUR,Prevost SEM,2004-03-01T22:15:15+01:00,693,279,693
15618,4215.42,EUR,Boyer et Vincent,2019-11-23T02:47:24+01:00,80,690,80
15619,243.03,EUR,Lefevre EURL,2014-11-30T23:15:26+01:00,92,13,92
15620,4485.08,EUR,Garcia et Paul,2014-08-12T18:25:34+02:00,455,995,455
15621,4558.06,EUR,Jean et Vasseur,2019-08-07T05:31:24+02:00,812,280,812
15622,9365.81,EUR,Mathieu GIE,2002-07-16T22:35:41+02:00,93,9,93
15623,5856.88,EUR,Rodriguez SCOP,2014-02-21T14:05:34+01:00,486,206,486
15624,8132.81,EUR,Rey SA,2007-10-10T19:50:28+02:00,414,87,414
15625,8046.16,EUR,Gerard et Rolland,2010-09-13T06:49:13+02:00,781,20,781
15626,469869.13,EUR,Marie GIE,2012-11-05T20:57:17+01:00,379,91,379
15627,9703.37,EUR,Chevalier SARL,2009-11-08T09:54:45+01:00,689,451,689
15628,4378.65,EUR,Mathieu GIE,2013-10-25T10:59:56+02:00,185,527,185
15629,2673.05,EUR,Moreau et Adam,2016-03-03T20:26:47+01:00,590,863,590
15630,3590.62,EUR,Renard SAS,2009-01-07T19:36:09+01:00,561,870,561
15631,7135.78,EUR,Nicolas et Paris,2013-12-14T02:14:04+01:00,486,737,486
15632,4256.35,EUR,Riviere et Vasseur,2019-09-17T19:17:25+02:00,855,449,855
15633,7913.31,EUR,Bertrand GIE,2006-12-04T16:31:49+01:00,463,998,463
15634,1196.36,EUR,Schneider EI,2009-07-17T21:24:02+02:00,584,29,584
15635,9170.14,EUR,Simon EURL,2021-02-19T04:28:56+01:00,908,604,908
15636,9409.25,EUR,Joly et Perez,2017-03-15T04:40:58+01:00,828,841,828
15637,4025.73,EUR,Arnaud et Petit,2023-09-17T18:46:51+02:00,77,156,77
15638,246.85,EUR,Francois SA,2018-02-21T20:55:11+01:00,524,611,524
15639,5478.12,EUR,Lemoine et Fontaine,2011-12-22T08:19:13+01:00,600,274,600
15640,7405.29,EUR,Rodriguez EURL,2018-02-26T04:22:28+01:00,289,153,289
15641,9636.65,EUR,Riviere et Jean,2019-05-29T13:29:00+02:00,667,110,667
15642,8981.1,EUR,Berger SCOP,2019-11-07T17:40:16+01:00,352,26,352
15643,6101.26,EUR,Charles et Roche,2021-06-28T19:23:06+02:00,790,67,790
15644,3756.51,EUR,Baron et Chevalier,2010-03-08T22:23:50+01:00,437,381,437
15645,6007.13,EUR,Schmitt SEM,2015-09-17T16:11:11+02:00,44,55,44
15646,4805.09,EUR,Fontaine SA,2020-04-17T21:16:39+02:00,846,720,846
15647,9433.04,EUR,Martin et Benoit,2015-10-27T06:27:05+01:00,861,705,861
15648,1870.64,EUR,Robert et Chevalier,2013-05-22T04:28:03+02:00,87,763,87
15649,2245.31,EUR,Joly et Riviere,2014-04-18T03:15:23+02:00,798,502,798
15650,3800.24,EUR,Lemoine et Caron,2015-11-30T11:17:00+01:00,566,835,566
15651,7399.14,EUR,Gaillard et Baron,2012-03-27T01:45:36+02:00,383,407,383
15652,1911.27,EUR,Dupont SARL,2007-11-03T22:42:46+01:00,881,859,881
15653,8664.37,EUR,Gerard EURL,2001-07-20T12:24:47+02:00,219,347,219
15654,823.23,EUR,Clement et Rousseau,2002-02-16T16:31:45+01:00,387,227,387
15655,3427.87,EUR,Roux SARL,2016-01-15T17:19:42+01:00,693,223,693
15656,3553.77,EUR,Fabre et Muller,2012-11-17T16:45:24+01:00,810,869,810
15657,5218.05,EUR,Vincent et Schneider,2001-10-22T19:15:12+02:00,749,926,749
15658,7367.15,BRL,Moulin SA,2007-10-30T12:23:20+01:00,852,513,852
15659,4449.67,EUR,Nguyen et Carre,2002-09-30T16:07:08+02:00,888,618,888
15660,3269.94,EUR,Garnier EURL,2015-05-06T07:03:02+02:00,302,615,302
15661,1005.47,EUR,Michel GIE,2008-06-04T00:44:26+02:00,412,378,412
15662,2186.28,EUR,Jean SARL,2015-08-23T09:59:26+02:00,849,779,849
15663,7590.04,EUR,Bourgeois SCOP,2012-03-27T08:52:58+02:00,329,364,329
15664,7615.19,EUR,Barbier et Marchand,2012-10-03T19:57:49+02:00,677,238,677
15665,3848.03,EUR,Louis GIE,2004-11-28T17:58:04+01:00,917,230,917
15666,921422.83,EUR,Gautier et Henry,2008-11-23T10:42:51+01:00,540,578,540
15667,4353.57,EUR,Guyot EURL,2009-05-22T08:33:04+02:00,460,952,460
15668,4215.08,EUR,Leclercq SEM,2008-12-09T15:11:50+01:00,804,210,804
15669,2972.35,EUR,Robin et Guerin,2008-07-12T13:36:29+02:00,110,470,110
15670,60.39,EUR,Gauthier et Simon,2001-04-20T09:45:39+02:00,753,806,753
15671,8785.12,EUR,Roche et Lambert,2022-06-25T09:43:20+02:00,467,309,467
15672,212.36,EUR,Gaillard et Renault,2006-05-20T18:56:57+02:00,711,298,711
15673,8643.09,EUR,Robin SAS,2000-10-30T17:17:44+01:00,958,578,958
15674,8053.96,EUR,Roche SARL,2018-10-09T16:32:24+02:00,265,860,265
15675,3948.72,EUR,Chevalier SARL,2008-07-10T09:59:41+02:00,608,775,608
15676,2532.36,EUR,Lemaire SCOP,2023-05-16T02:23:23+02:00,327,787,327
15677,8294.03,EUR,Petit SAS,2010-08-14T13:22:39+02:00,844,157,844
15678,4012.69,EUR,Dubois SAS,2018-07-18T06:25:47+02:00,129,729,129
15679,1406.49,EUR,Marie GIE,2001-11-02T21:24:49+01:00,497,608,497
15680,1717.08,EUR,Brun et Lecomte,2011-07-14T08:36:57+02:00,118,893,118
15681,7219.89,EUR,Nicolas SAS,2010-05-10T04:09:08+02:00,985,402,985
15682,3749.72,EUR,Huet SARL,2013-01-14T00:00:42+01:00,98,337,98
15683,2819.96,EUR,Julien SA,2017-05-25T12:35:19+02:00,66,294,66
15684,1162.47,EUR,Pierre et Girard,2005-05-21T19:10:47+02:00,374,514,856
15685,148.35,EUR,Richard SARL,2007-01-24T17:57:13+01:00,215,863,215
15686,6628.85,EUR,Leroy SA,2022-05-15T11:06:51+02:00,826,699,826
15687,4092.39,EUR,Lecomte et Leclercq,2001-12-19T08:54:29+01:00,661,291,661
15688,7957.23,EUR,Lambert et Marty,2018-02-17T00:51:02+01:00,735,488,735
15689,1908.75,EUR,Lambert SAS,2008-02-19T09:57:21+01:00,207,231,207
15690,681000.22,EUR,Meyer SAS,2005-02-16T05:37:14+01:00,532,724,532
15691,4833.88,EUR,Renaud et Carre,2009-03-05T22:54:23+01:00,709,579,709
15692,5590.37,EUR,Durand SARL,2012-05-22T05:54:56+02:00,12,380,12
15693,5571.03,EUR,Laurent EURL,2007-08-16T21:02:05+02:00,33,260,33
15694,4947.63,EUR,Roger et Martinez,2023-02-24T06:10:47+01:00,804,811,804
15695,393.86,EUR,Dubois GIE,2013-11-16T21:40:04+01:00,665,122,665
15696,7984.7,EUR,Guillaume et Picard,2016-05-27T23:52:21+02:00,533,555,533
15697,933.37,EUR,Fleury SA,2013-03-01T18:04:30+01:00,216,58,216
15698,7282.32,EUR,Vasseur SAS,1999-10-26T10:33:57+02:00,929,851,184
15699,9159.14,EUR,Prevost SEM,2023-09-04T01:40:54+02:00,533,22,533
15700,6875.98,EUR,Laine EI,2020-02-25T01:52:54+01:00,116,732,172
15701,4771.43,EUR,Dubois et Perez,2015-02-19T22:54:27+01:00,630,25,630
15702,7102.69,EUR,Paris et Thomas,2021-06-21T15:29:25+02:00,533,250,533
15703,1353.91,EUR,Rolland SCOP,2022-11-22T00:22:23+01:00,143,863,143
15704,8088.56,EUR,Renard et Aubert,2007-04-23T20:07:07+02:00,508,100,508
15705,6015.65,EUR,Lemaire et Richard,2022-03-06T22:15:56+01:00,14,473,14
15706,275.55,EUR,Gonzalez et Charpentier,2012-02-04T00:01:29+01:00,85,500,905
15707,3277.78,EUR,Gauthier SA,1999-10-02T12:16:37+02:00,56,314,56
15708,1321.42,EUR,Durand et Vidal,1999-12-17T09:51:13+01:00,588,435,753
15709,870316.33,EUR,Fernandez et Leroy,2013-06-24T20:35:54+02:00,676,61,676
15710,629265.54,EUR,Roux et Lemoine,2019-01-03T05:54:26+01:00,619,33,619
15711,2689.32,EUR,Faure SARL,2001-05-01T06:08:58+02:00,224,392,224
15712,1356.15,RON,Garcia SEM,2010-07-25T08:33:11+02:00,504,854,504
15713,4658.6,EUR,Baron EURL,2017-02-21T13:11:33+01:00,570,319,570
15714,1454.89,EUR,Clement GIE,2003-10-21T10:17:48+02:00,310,617,310
15715,4381.07,EUR,Laine SAS,2014-01-26T20:54:28+01:00,365,315,365
15716,8076.46,EUR,Vincent SAS,2008-01-14T20:26:40+01:00,276,319,276
15717,9716.99,EUR,Schmitt et Marie,2023-06-28T10:09:02+02:00,196,884,196
15718,7706.3,EUR,Nicolas SARL,2005-08-23T20:16:33+02:00,135,370,135
15719,5707.42,EUR,Leroy EI,2011-05-15T04:29:02+02:00,543,736,543
15720,751.36,EUR,Gauthier SCOP,2000-05-14T17:31:31+02:00,490,408,490
15721,1363.73,EUR,Remy SARL,2019-01-11T23:00:50+01:00,813,133,813
15722,9532.39,EUR,Picard EURL,1999-02-12T10:37:05+01:00,333,665,333
15723,200.38,EUR,Picard EURL,2021-01-18T19:22:24+01:00,671,910,671
15724,6606.69,EUR,Fontaine EURL,2008-07-04T17:28:19+02:00,159,395,159
15725,4993.37,EUR,Pons SA,2008-08-25T10:23:10+02:00,324,337,324
15726,3497.14,EUR,Breton EI,2002-01-07T14:35:57+01:00,854,827,854
15727,1170.98,EUR,Philippe et Perrot,2020-10-22T03:12:04+02:00,944,305,944
15728,414293.68,EUR,Guerin et Robin,2016-04-19T13:38:20+02:00,817,171,817
15729,5770.35,EUR,Lambert SAS,2012-02-09T01:41:14+01:00,696,484,696
15730,8837.57,EUR,Da silva EI,2016-03-17T13:41:36+01:00,587,619,587
15731,4741.26,EUR,Moreau SAS,2016-05-09T16:51:01+02:00,200,811,200
15732,203738.09,EUR,Bourgeois et Giraud,2022-06-25T05:17:19+02:00,914,212,914
15733,7231.57,EUR,Perrin SARL,2013-09-28T03:59:57+02:00,619,542,619
15734,195504.46,XRP,Colin et Lemaire,2003-08-06T16:53:25+02:00,44,266,44
15735,9118.8,EUR,Simon et Gaillard,2020-04-19T23:14:40+02:00,988,696,988
15736,1312.87,EUR,Deschamps et Perrin,2016-02-19T17:51:33+01:00,666,924,666
15737,8285,EUR,Dumont et Remy,2013-04-07T01:53:59+02:00,788,644,788
15738,5639.02,EUR,Morel SAS,2009-04-19T22:00:24+02:00,280,571,280
15739,9264.57,EUR,Dumas GIE,2001-03-25T17:57:35+02:00,209,229,209
15740,6110.07,EUR,Laine SAS,2017-01-07T14:41:31+01:00,338,683,338
15741,711893.54,EUR,Clement et Schmitt,2017-07-14T05:49:29+02:00,90,282,90
15742,1015.88,EUR,Henry et Noel,2006-05-01T07:37:17+02:00,308,142,308
15743,3001.84,EUR,Clement GIE,2020-05-16T21:15:03+02:00,646,790,646
15744,2610.61,EUR,Riviere et Breton,2020-03-24T22:25:53+01:00,856,586,856
15745,7696.77,EUR,Lambert EI,2013-07-17T16:02:07+02:00,336,859,336
15746,3687.52,EUR,Leclerc et Legrand,2023-11-02T04:23:12+01:00,509,541,509
15747,6457.57,EUR,Faure EI,2005-04-10T05:13:53+02:00,592,483,592
15748,7944.97,EUR,Mathieu SARL,2021-04-28T21:38:28+02:00,372,336,393
15749,2786.2,EUR,Renault SCOP,2022-10-21T10:46:46+02:00,144,955,144
15750,9352.28,EUR,Baron GIE,2011-11-05T19:00:16+01:00,656,36,408
15751,3032.2,EUR,Masson et Aubert,1999-09-21T20:15:42+02:00,570,762,570
15752,2980.32,EUR,Laine SCOP,2007-10-15T09:02:55+02:00,894,183,894
15753,9170.31,EUR,Guyot SAS,2023-09-12T14:58:30+02:00,164,823,164
15754,7461.36,EUR,Laine GIE,2004-09-10T09:29:16+02:00,927,102,927
15755,6917.66,EUR,Collet GIE,2004-08-13T08:04:59+02:00,989,648,989
15756,5739.98,EUR,Garnier et Fournier,2011-07-06T19:09:55+02:00,24,267,24
15757,292.16,EUR,Perrin SEM,2005-12-15T04:01:01+01:00,244,164,244
15758,8760.43,EUR,Gauthier et Marchand,2013-03-17T00:26:31+01:00,570,867,570
15759,5815.81,EUR,Nguyen SARL,2019-04-10T12:24:59+02:00,176,560,176
15760,7281.57,EUR,Vincent SCOP,2022-01-19T08:13:30+01:00,951,265,951
15761,3807.88,EUR,Dubois et Barbier,2006-01-17T14:57:36+01:00,306,486,306
15762,1819.95,EUR,Giraud et Brun,2011-01-06T14:39:15+01:00,509,397,509
15763,3896.56,EUR,Jean EI,2009-10-25T00:38:06+02:00,964,12,964
15764,1606.85,EUR,Bernard SAS,2016-09-21T17:24:47+02:00,642,198,642
15765,9478.87,EUR,Laurent et Sanchez,2005-03-10T12:54:45+01:00,307,304,307
15766,1888.33,EUR,Chevalier SA,2007-04-04T20:42:20+02:00,319,401,319
15767,9177.96,EUR,Rousseau SEM,2015-10-15T20:51:08+02:00,337,918,337
15768,6107.05,EUR,Barbier SA,2018-10-09T13:52:58+02:00,607,881,607
15769,4296.36,EUR,Lefevre SARL,2011-08-09T23:29:10+02:00,196,730,196
15770,7177.73,EUR,Maillard SA,2017-12-13T13:29:35+01:00,812,47,812
15771,5738.58,EUR,Perrin SAS,2000-03-29T17:30:26+02:00,223,539,223
15772,997.76,EUR,Barbier et Simon,2015-09-12T20:30:09+02:00,272,184,272
15773,3183.17,EUR,Marchand SEM,2021-12-17T16:22:48+01:00,166,600,166
15774,3573.16,EUR,Gautier et Laurent,2002-09-19T10:57:40+02:00,685,497,685
15775,327.52,EUR,Morel et Garcia,2017-10-19T20:56:45+02:00,698,822,698
15776,5336.96,EUR,Louis SARL,2009-01-07T09:02:14+01:00,836,911,836
15777,1821.2,EUR,Blanc SA,2020-09-15T10:57:14+02:00,811,899,811
15778,1580.15,HRK,Robin SCOP,2011-05-02T20:38:42+02:00,325,177,325
15779,419.67,EUR,Rodriguez et Benoit,2003-01-28T20:12:52+01:00,626,442,626
15780,3081.09,EUR,Maillard et Denis,2021-05-07T01:14:43+02:00,776,575,776
15781,183236.75,EUR,Leclercq et Roux,2002-02-02T20:49:46+01:00,667,672,667
15782,10050.75,EUR,Benoit et Blanc,2014-05-03T01:16:56+02:00,861,360,861
15783,2607.91,EUR,Nicolas GIE,2004-11-30T09:46:03+01:00,607,303,607
15784,7349.09,EUR,Muller SA,2011-01-10T01:00:38+01:00,810,519,810
15785,5359.1,EUR,Cousin SARL,2013-12-19T13:11:04+01:00,259,302,259
15786,9672.64,EUR,Chevalier et Colin,2019-06-12T06:59:39+02:00,181,619,181
15787,5737.76,EUR,Paris EI,2008-10-01T08:07:26+02:00,67,202,67
15788,3268.55,EUR,Roy et Carre,2017-04-26T19:46:27+02:00,344,582,344
15789,4207.29,EUR,Maillard et Dupont,2016-10-13T14:51:37+02:00,572,442,572
15790,705888.66,EUR,Renault et Lemoine,2016-07-14T14:06:18+02:00,504,324,504
15791,78.85,EUR,Roux GIE,2004-05-15T08:02:02+02:00,776,469,776
15792,4736.35,EUR,Robert et Renard,2024-01-07T02:25:25+01:00,623,618,623
15793,2810.73,EUR,Dubois SEM,2017-11-23T11:44:32+01:00,280,552,280
15794,84577.14,EUR,Laine et Meunier,2009-07-08T00:30:39+02:00,320,371,320
15795,7334.73,EUR,Moreau et Blanchard,2013-09-06T23:19:25+02:00,440,312,440
15796,640065.11,EUR,Arnaud et Philippe,2022-08-04T06:18:27+02:00,358,529,358
15797,5055.37,EUR,Laurent SEM,2011-11-18T13:18:29+01:00,819,950,819
15798,7828.62,EUR,Gonzalez et Blanchard,2015-02-03T06:09:12+01:00,95,313,95
15799,6645.98,EUR,Durand et Louis,2010-09-09T19:40:37+02:00,385,848,385
15800,9911.9,EUR,Lopez EI,2012-12-21T11:45:53+01:00,190,606,190
15801,1558.95,EUR,Denis EI,2019-03-14T13:35:54+01:00,457,282,457
15802,7895.11,EUR,Roux et Brunet,2004-07-29T20:45:34+02:00,342,789,342
15803,6089.9,EUR,Boyer EI,2023-04-28T03:36:49+02:00,104,135,104
15804,162572.95,EUR,Hubert SA,2008-03-02T13:16:11+01:00,453,416,453
15805,7588.46,EUR,Renaud SARL,2023-05-10T05:17:12+02:00,559,48,559
15806,8085.84,VES,Julien et Lecomte,2011-03-04T20:38:39+01:00,325,148,325
15807,5810.21,EUR,Barbier EI,2011-03-06T15:15:26+01:00,51,690,51
15808,9276.01,EUR,Bonnet SARL,2004-07-24T08:39:22+02:00,591,361,591
15809,7278.86,EUR,Laine et Lemaire,2001-05-19T19:30:01+02:00,172,876,172
15810,5949.17,EUR,Moreau et Giraud,2010-08-25T10:22:41+02:00,324,635,324
15811,1385.74,EUR,Picard EURL,2009-06-09T14:39:34+02:00,143,655,143
15812,710.49,EUR,Meunier GIE,2006-01-13T19:19:18+01:00,311,822,311
15813,2272.4,EUR,Michel et Arnaud,2020-01-23T22:29:06+01:00,275,465,275
15814,4263.61,EUR,Colin EURL,1999-06-06T09:20:16+02:00,543,979,543
15815,1508.9,EUR,Bourgeois SA,2014-11-10T04:17:15+01:00,708,116,708
15816,4261.7,EUR,Deschamps et Bonnet,2010-08-19T02:36:19+02:00,404,816,404
15817,7615.69,EUR,Renard EI,2002-11-13T05:51:58+01:00,753,752,753
15818,5450.55,EUR,Dumas SCOP,2007-09-06T23:37:56+02:00,944,954,944
15819,6827.89,EUR,Leclerc et Legrand,2004-01-09T20:41:58+01:00,150,83,150
15820,9758.53,EUR,Benoit et Leclercq,2007-12-14T09:23:23+01:00,189,703,189
15821,20.58,UYU,Lambert SARL,2009-11-28T18:07:19+01:00,339,482,339
15822,7482.36,EUR,Lambert EI,2002-05-25T11:14:12+02:00,631,396,631
15823,449297.68,EUR,Rey et Henry,2023-11-30T21:19:36+01:00,45,356,45
15824,9170.48,EUR,Barre et Charles,2020-06-09T04:48:25+02:00,798,789,798
15825,6104.57,EUR,Boyer SAS,2003-02-22T20:54:01+01:00,375,978,375
15826,9222.68,EUR,Roux et Faure,2013-12-19T18:47:44+01:00,855,920,855
15827,967.71,EUR,Marty et Paris,2017-03-16T08:10:10+01:00,619,414,619
15828,1190.22,EUR,Louis et Roche,2013-07-02T21:08:19+02:00,618,15,117
15829,3644.97,EUR,Philippe EURL,2016-03-25T16:45:22+01:00,613,873,613
15830,2078.06,EUR,Legrand EURL,2017-08-08T02:24:58+02:00,280,872,280
15831,3450.63,EUR,Laine et Guyot,2019-01-08T03:13:26+01:00,844,772,844
15832,5014.25,EUR,Perrot EI,2001-05-05T05:06:34+02:00,450,519,450
15833,1376.8,EUR,Olivier et Moreau,2023-02-07T02:03:44+01:00,15,681,15
15834,387.85,EUR,Marty et Roy,2011-06-30T18:33:25+02:00,687,892,687
15835,2640.66,EUR,Michel et Blanchard,2023-07-21T03:38:16+02:00,583,856,583
15836,8847.31,EUR,Gautier et Carpentier,2010-06-01T16:33:52+02:00,634,171,634
15837,6849.01,EUR,Meunier SCOP,2003-06-03T03:13:26+02:00,861,458,861
15838,4226.18,EUR,Girard et Jean,2012-10-24T15:17:29+02:00,255,953,255
15839,4013.48,EUR,Aubry EURL,2011-07-10T00:56:43+02:00,857,329,857
15840,3264.12,EUR,Guerin et Leclercq,2021-05-24T04:36:00+02:00,705,445,705
15841,5892.77,EUR,Bertrand et Marty,1999-02-03T05:56:10+01:00,437,492,437
15842,599295.83,EUR,Lecomte EI,2023-06-18T04:05:08+02:00,361,922,361
15843,8216.42,NOK,Moulin et Aubry,2001-05-20T07:06:03+02:00,926,346,926
15844,3889.11,EUR,Roux SA,2021-12-06T06:18:15+01:00,48,322,48
15845,8483.5,EUR,Rousseau SARL,2021-04-30T08:23:38+02:00,931,762,300
15846,2510.17,EUR,Laurent et Lucas,2003-03-26T07:57:23+01:00,961,677,327
15847,9718.66,EUR,Lambert EURL,2021-07-04T08:13:37+02:00,40,494,40
15848,7322.5,EUR,Poirier et Fontaine,2010-08-30T19:06:40+02:00,34,395,34
15849,3543.99,EUR,Nguyen SARL,1999-03-31T22:10:33+02:00,757,257,136
15850,8645.01,EUR,Bourgeois et Dupont,2009-04-04T02:49:36+02:00,662,598,662
15851,6867.73,EUR,Remy et Vasseur,2009-03-31T16:44:38+02:00,816,42,816
15852,209.33,EUR,Adam SAS,2005-04-01T15:24:12+02:00,7,833,7
15853,6963.92,EUR,Renard et Moreau,2000-01-07T00:18:26+01:00,279,558,279
15854,4876.12,EUR,Fernandez et Remy,2011-10-12T15:29:08+02:00,825,368,825
15855,9468.31,EUR,Lefevre et Leclercq,2011-10-29T09:43:18+02:00,461,142,461
15856,1373.7,EUR,Henry SA,2001-12-18T14:07:06+01:00,223,445,223
15857,3737.68,EUR,Meunier et Leroy,2011-06-08T02:42:28+02:00,688,387,688
15858,602.66,EUR,Lemaire SA,2021-08-25T01:32:36+02:00,772,1,772
15859,7419.42,EUR,Chevalier et Richard,1999-12-31T16:34:22+01:00,555,705,555
15860,4722.13,EUR,Lucas et Lopez,2001-03-03T21:48:15+01:00,206,107,206
15861,5668.23,EUR,Fabre et Fleury,2006-12-20T18:14:50+01:00,225,252,225
15862,9003.25,EUR,Cousin et Picard,2019-05-20T11:29:13+02:00,589,537,589
